// GENERATED - do not edit. Run the extractor in docs/tools instead.
// Source: the ACTIVE 'entry viewkick' line of whichever models/weapons/<name>.tik the engine
// actually resolves - main < mainta < maintt < the mod's own tree, LAST wins. The first cut of
// this table took the FIRST copy it found, which handed four weapons Spearhead's numbers: a G43
// with 16 degrees of yaw per shot against the 1.0 its loaded TIK authors.
// name pitchmin pitchmax yawmin yawmax recenter pattern pitchclamp yawclamp scatterpitch mindecay maxdecay
mosin_nagant_rifle_camo_woodland -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_chrome -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_gold -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_hobbsmosinur -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_bloody -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_blued -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_camo_desert -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_camo_winter -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_camo_woodland -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_chrome -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lite_gold -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_lv_ttmosin -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mp40 -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_bloody -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_blued -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_camo_desert -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_camo_winter -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_camo_woodland -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_chrome -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_gold -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_guanmp40 -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_guanmp40s -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_lv_mp75 -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_mp18 -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40_mp40r2 -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp40silenced -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mp44 -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_bloody -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_blued -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_camo_desert -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_camo_winter -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_camo_woodland -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_chrome -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_dhstg44ss -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_gold -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_guanmp44 -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_lv_ttmp44 -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44_mp44strap -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
mp44scoped -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
nagant_revolver -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_revolver_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
nagant_sniper -5.0 -5.0 0.07 0.07 0.5 V 8.0 8.0 12.0 12.0 25.0
nagant_snipersilenced -5.0 -5.0 0.07 0.07 0.5 V 8.0 8.0 12.0 12.0 25.0
nambu -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38 -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_guanp38 -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38_lv_ttp38 -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
p38silenced -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
panzerschreck 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_bloody 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_blued 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_camo_desert 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_camo_winter 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_camo_woodland 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_chrome 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_gold 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
panzerschreck_lv_ofenrohr 0 0 -0.05 0.05 56 T 15 15 15 12.0 25.0
ppk -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
ppsh43silenced -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_bloody -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_blued -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_camo_desert -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_camo_winter -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_camo_woodland -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_chrome -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
ppsh_smg_gold -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
shotgun -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_authwinch -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_bloody -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_blued -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_camo_desert -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_camo_winter -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_camo_woodland -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_chrome -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_dhshotblack -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_dhshotchrome -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_gold -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_guanshotty -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_hobbsshotty -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
shotgun_lv_ttshotgun -20.0 -20.0 0.05 0.05 15.2 T 12.0 5.0 10.0 12.0 25.0
silencedpistol -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_bloody -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_blued -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_camo_desert -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_camo_winter -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_camo_woodland -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_chrome -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
silencedpistol_gold -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
springfield -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_bloody -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_blued -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_camo_desert -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_camo_winter -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_camo_woodland -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_chrome -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_dhspdesert -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_dhspdigital -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_dhsptiger -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_dhspwinter -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_gold -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_guansp2 -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_guansplight -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_hobbsspurban -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_hobbsspwood -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_lv_ttspring -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_m1903 -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_smlescope -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
springfield_unscoped -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
sten -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_bloody -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_blued -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_camo_desert -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_camo_winter -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_camo_woodland -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_chrome -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
sten_gold -0.9 -0.9 1.2 1.2 0.9 V 8.5 10.6 20.0 12.0 25.0
svt_rifle -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_bloody -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_blued -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_camo_desert -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_camo_winter -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_camo_woodland -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_chrome -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_gold -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
svt_rifle_hobbssvtwood -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
thompson50 -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_bloody -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_blued -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_camo_desert -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_camo_winter -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_camo_woodland -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_chrome -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_gold -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_guantommy -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_hobbstomworn -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_lv_famastommy -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_lv_tttommy -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_m1a1dk -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_tommy1928d -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_tommy27a1 -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
thompsonsmg_tommy28 -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
tt33 -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
tt33silenced_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
type100smg -0.2 -0.2 0.0 0.0 1 V 3.0 1.0 1.6 12.0 25.0
uk_w_l42a1 -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_bloody -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_blued -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_camo_desert -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_camo_winter -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_camo_woodland -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_chrome -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_dhl42camo -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_l42a1_gold -1.3 -1.3 -0.3 -0.3 1 T 5 0.5 5 12.0 25.0
uk_w_piat -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_bloody -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_blued -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_camo_desert -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_camo_winter -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_camo_woodland -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_chrome -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_piat_gold -5.5 -5.5 -0.05 0.05 56 T 15 15 15 12.0 25.0
uk_w_vickers -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_bloody -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_blued -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_camo_desert -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_camo_winter -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_camo_woodland -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_chrome -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
uk_w_vickers_gold -2 -2 -1.2 1.2 3.2 V 10 0.6 12 12.0 25.0
webley_revolver -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
webley_revolver_lv_ttwebley -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
welrod_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
